
daily
Date,Crop,Stage,TraDef,Tra,NDef,TempSum,AbBiom,Yield,LAI,TotBiomN,AbBiomN,Mois,Mois,Mois_7,Mois_8,Mois_9,Precip,Irrig,SurfTemp,STemp_1,STemp_2,STemp_3,Tmin,Tavg,Tmax,Wind,Globrad,Relhumid,NFert
j:Date,j:Crop,j:Stage,j:TraDef,j:Tra,j:NDef,j:TempSum,j:AbBiom,j:Yield,j:LAI,j:TotBiomN,j:AbBiomN,j:[Mois, [1, 3, AVG]],j:[Mois, [4, 6, AVG]],j:[Mois, [7, 9]],j:[Mois, [7, 9]],j:[Mois, [7, 9]],j:Precip,j:Irrig,j:SurfTemp,j:[STemp, [1, 3]],j:[STemp, [1, 3]],j:[STemp, [1, 3]],j:Tmin,j:Tavg,j:Tmax,j:Wind,j:Globrad,j:Relhumid,j:NFert
1991-01-01,,0,0,0,0,0,0,0,0,0,0,0,23302651841874664,0,21538753818543607,0,215,0,215,0,215,0,0,2,8,6,2,8,3,9,2,-1,5,-0,6,1,6,7,0,52,90,0
1991-01-02,,0,0,0,0,0,0,0,0,0,0,0,230913600158653,0,21536327846769798,0,215,0,215,0,215,0,0,2,9,4,8,7,1,8,3,0,2,8,6,12,8,0,52,85,0
1991-01-03,,0,0,0,0,0,0,0,0,0,0,0,22741311778111295,0,21534933536282871,0,215,0,215,0,215,0,0,5,8,5,8,6,8,7,8,6,7,8,11,4,1,63,77,0
1991-01-04,,0,0,0,0,0,0,0,0,0,0,0,2232541833623685,0,21530122479704406,0,215,0,215,0,215,0,0,5,9,6,1,6,8,7,5,4,5,7,8,8,6,0,52,70,0
1991-01-05,,0,0,0,0,0,0,0,0,0,0,0,2234246890595346,0,2152884966630987,0,215,0,215,0,215,1,0,5,6,6,6,7,7,3,4,5,6,7,7,8,0,52,76,0
1991-01-06,,0,0,0,0,0,0,0,0,0,0,0,2256591641819327,0,21528408057402273,0,215,0,215,0,215,1,0,4,7,5,5,6,4,7,3,5,4,5,1,1,0,52,85,0
1991-01-07,,0,0,0,0,0,0,0,0,0,0,0,22289717817163188,0,215273026477271,0,215,0,215,0,215,0,0,5,2,5,5,6,2,6,8,3,4,7,8,7,2,0,69,79,0
1991-01-08,,0,0,0,0,0,0,0,0,0,0,0,22362392597585343,0,21526255551898676,0,215,0,215,0,215,1,0,4,1,4,9,5,9,6,5,0,2,3,9,7,3,1,0,75,67,0
1991-01-09,,0,0,0,0,0,0,0,0,0,0,0,2233980132550597,0,21522131262387792,0,215,0,215,0,215,1,0,5,3,5,3,5,9,6,4,2,5,5,7,9,6,1,0,52,71,0
1991-01-10,,0,0,0,0,0,0,0,0,0,0,0,22215951257457758,0,215216352032358,0,215,0,215,0,215,0,0,1,1,3,2,4,9,5,9,-3,5,-0,1,2,4,2,4,79,71,0
1991-01-11,,0,0,0,0,0,0,0,0,0,0,0,22215951257457758,0,215216352032358,0,215,0,215,0,215,0,0,-0,9,1,4,3,7,5,1,-7,-3,2,1,0,3,77,74,0
1991-01-12,,0,0,0,0,0,0,0,0,0,0,0,22005183851029897,0,21520789605151328,0,215,0,215,0,215,0,0,0,1,1,3,4,4,-3,1,3,5,7,8,1,94,77,0
1991-01-13,,0,0,0,0,0,0,0,0,0,0,0,22365739406585453,0,21520789605151328,0,215,0,215,0,215,1,0,-0,3,0,8,2,5,3,8,-1,5,-1,0,2,5,0,72,79,0
1991-01-14,,0,0,0,0,0,0,0,0,0,0,0,22102240164230283,0,21519735853525046,0,215,0,215,0,215,0,0,-0,2,0,6,2,1,3,3,0,3,6,6,8,3,0,72,78,0
1991-01-15,,0,0,0,0,0,0,0,0,0,0,0,2170445579736515,0,21518139439398734,0,215,0,215,0,215,0,0,3,8,2,6,2,8,3,4,5,5,7,6,8,6,0,72,70,0
1991-01-16,,0,0,0,0,0,0,0,0,0,0,0,2165352978875129,0,21513657682709023,0,215,0,215,0,215,1,0,4,3,3,6,3,4,3,7,3,4,6,6,8,3,0,72,69,0
1991-01-17,,0,0,0,0,0,0,0,0,0,0,0,21317989231318313,0,21512304443157704,0,215,0,215,0,215,0,0,2,3,2,9,3,4,3,8,-1,2,8,4,7,8,5,36,59,0
1991-01-18,,0,0,0,0,0,0,0,0,0,0,0,22104823073588298,0,21511286484604644,0,215,0,215,0,215,3,0,2,5,2,8,3,3,3,8,-1,2,8,6,6,1,0,72,76,0
1991-01-19,,0,0,0,0,0,0,0,0,0,0,0,2433059781404233,0,22508962851212558,0,223,0,221,0,218,12,0,2,8,2,9,3,3,3,8,0,4,4,6,6,1,0,72,78,0
1991-01-20,,0,0,0,0,0,0,0,0,0,0,0,2383317781501795,0,22362258825766798,0,224,0,223,0,222,0,0,0,7,1,8,2,9,3,5,-5,-0,4,4,5,7,8,1,03,81,0
1991-01-21,,0,0,0,0,0,0,0,0,0,0,0,23708728059629722,0,22210924703361856,0,223,0,223,0,223,0,0,-2,0,1,9,3,-9,-6,2,-3,0,2,6,73,0
1991-01-22,,0,0,0,0,0,0,0,0,0,0,0,23606682522776126,0,220938350180493,0,222,0,222,0,222,0,0,-2,8,-1,1,1,2,3,-10,5,-7,5,-4,2,2,5,79,71,0
1991-01-23,,0,0,0,0,0,0,0,0,0,0,0,23470327557421622,0,2200691898909839,0,221,0,221,0,222,0,0,-3,4,-1,9,0,2,1,6,-13,-8,2,-4,3,6,3,68,68,0
1991-01-24,,0,0,0,0,0,0,0,0,0,0,0,23378655073120239,0,21928014862885303,0,22,0,221,0,221,0,0,-2,8,-1,9,-0,3,1,1,-9,-6,9,-4,2,2,3,54,70,0
1991-01-25,,0,0,0,0,0,0,0,0,0,0,0,23328514235597275,0,2187103008798474,0,22,0,22,0,221,0,0,-3,1,-2,2,-0,6,0,7,-9,-7,5,-6,5,0,0,79,79,0
1991-01-26,,0,0,0,0,0,0,0,0,0,0,0,23237954388460857,0,21827558622627033,0,219,0,22,0,22,0,0,-2,-1,8,-0,7,0,4,-7,-4,3,-2,1,1,0,79,79,0
1991-01-27,,0,0,0,0,0,0,0,0,0,0,0,23121071499498655,0,2179334496706389,0,219,0,219,0,22,0,0,-0,4,-0,8,-0,3,0,4,-1,5,0,1,1,4,0,79,80,0
1991-01-28,,0,0,0,0,0,0,0,0,0,0,0,2298262602034924,0,21765674903916135,0,219,0,219,0,219,0,0,-0,5,-0,5,-0,1,0,5,-2,5,-1,2,0,2,5,0,79,79,0
1991-01-29,,0,0,0,0,0,0,0,0,0,0,0,22843078697040697,0,21742974846614552,0,218,0,219,0,219,0,0,-0,2,-0,2,0,2,0,6,-1,-0,3,0,5,2,2,0,79,79,0
1991-01-30,,0,0,0,0,0,0,0,0,0,0,0,2274908683571446,0,21724546537651535,0,218,0,219,0,219,0,0,-0,1,0,0,3,0,8,-1,5,-0,1,1,1,1,2,24,77,0
1991-01-31,,0,0,0,0,0,0,0,0,0,0,0,22643058185297915,0,21708826320544086,0,218,0,218,0,219,0,0,-0,7,-0,3,0,3,0,8,-2,5,-2,1,-1,5,1,1,0,79,78,0
1991-02-01,,0,0,0,0,0,0,0,0,0,0,0,22502130931000894,0,2169492427058497,0,218,0,218,0,219,0,0,-0,6,-0,3,0,2,0,8,-2,-1,5,-1,2,5,0,86,78,0
1991-02-02,,0,0,0,0,0,0,0,0,0,0,0,22865603153223116,0,2168444577809335,0,218,0,218,0,218,1,0,-0,5,-0,3,0,2,0,7,-2,-1,3,-0,5,5,0,86,78,0
1991-02-03,,0,0,0,0,0,0,0,0,0,0,0,2490060315322312,0,21675362108130916,0,218,0,218,0,218,6,0,-0,6,-0,3,0,2,0,7,-1,1,2,4,6,7,1,78,74,0
1991-02-04,,0,0,0,0,0,0,0,0,0,0,0,24623347252654282,0,2166365248759755,0,217,0,218,0,218,0,0,0,4,0,2,0,4,0,8,0,1,9,3,9,2,5,14,68,0
1991-02-05,,0,0,0,0,0,0,0,0,0,0,0,2496154169709873,0,21656700773199455,0,217,0,218,0,218,1,0,1,0,7,0,7,1,0,1,3,2,5,8,6,0,86,75,0
1991-02-06,,0,0,0,0,0,0,0,0,0,0,0,251703907526911,0,21648880266037326,0,217,0,218,0,218,1,0,1,3,1,1,1,1,2,-1,2,1,6,1,4,0,86,78,0
1991-02-07,,0,0,0,0,0,0,0,0,0,0,0,24806369733228437,0,21638525271392384,0,217,0,217,0,218,0,0,5,1,3,2,2,1,1,8,6,6,3,7,5,8,6,2,54,70,0
1991-02-08,,0,0,0,0,0,0,0,0,0,0,0,24556483713690044,0,21630680644872602,0,217,0,217,0,218,0,0,3,6,3,3,2,6,2,2,0,3,7,6,4,2,0,86,72,0
1991-02-09,,0,0,0,0,0,0,0,0,0,0,0,24367546278819704,0,21624161175932435,0,217,0,217,0,218,0,0,3,2,3,1,2,8,2,6,-2,1,9,8,3,6,3,97,77,0
1991-02-10,,0,0,0,0,0,0,0,0,0,0,0,2450181037942137,0,21618008403809186,0,217,0,217,0,217,1,0,3,6,3,3,3,2,8,1,3,4,6,5,3,1,2,71,75,0
1991-02-11,,0,0,0,0,0,0,0,0,0,0,0,25634468593026916,0,2161226310002787,0,217,0,217,0,217,4,0,2,8,3,3,2,9,1,2,5,4,4,7,0,92,79,0
1991-02-12,,0,0,0,0,0,0,0,0,0,0,0,2549791053005229,0,2160767307082424,0,217,0,217,0,217,0,0,4,3,5,3,2,3,1,3,4,4,6,1,1,1,68,77,0
1991-02-13,,0,0,0,0,0,0,0,0,0,0,0,2589680951088778,0,21602002715968793,0,217,0,217,0,217,2,0,5,9,4,8,3,9,3,5,4,5,6,6,9,3,6,0,92,76,0
1991-02-14,,0,0,0,0,0,0,0,0,0,0,0,26633221605560753,0,21596661725698518,0,217,0,217,0,217,3,0,3,9,4,1,3,9,3,7,1,2,8,5,5,8,3,4,75,0
1991-02-15,,0,0,0,0,0,0,0,0,0,0,0,2665030628161318,0,21590966679155474,0,217,0,217,0,217,1,0,4,4,3,9,3,8,1,4,7,6,1,0,92,73,0
1991-02-16,,0,0,0,0,0,0,0,0,0,0,0,27324750726057623,0,2158912109624518,0,217,0,217,0,217,2,0,2,1,3,3,5,3,7,-1,1,4,3,5,9,2,1,4,70,0
1991-02-17,,0,0,0,0,0,0,0,0,0,0,0,2769308405939096,0,21587461819306777,0,217,0,217,0,217,1,0,1,4,2,2,3,3,4,-4,5,-1,8,0,4,7,4,74,73,0
1991-02-18,,0,0,0,0,0,0,0,0,0,0,0,27693084059390954,0,21585959435370164,0,216,0,217,0,217,0,0,-0,6,0,9,2,2,2,9,-6,-3,1,-1,3,1,5,31,69,0
1991-02-19,,0,0,0,0,0,0,0,0,0,0,0,28050722948279844,0,21584590457491606,0,216,0,217,0,217,1,0,-1,1,0,1,1,5,2,4,-3,-0,7,0,5,5,8,0,92,72,0
1991-02-20,,0,0,0,0,0,0,0,0,0,0,0,28050722948279844,0,21583335907199142,0,216,0,217,0,217,0,0,-0,2,0,2,1,2,2,-4,-1,2,1,5,3,6,2,16,78,0
1991-02-21,,0,0,0,0,0,0,0,0,0,0,0,27840140477609493,0,21579765929425432,0,216,0,217,0,217,0,0,-0,3,0,2,1,1,7,0,1,3,2,5,6,1,1,64,80,0
1991-02-22,,0,0,0,0,0,0,0,0,0,0,0,28231352117339936,0,2157554288245367,0,216,0,217,0,217,2,0,1,8,1,2,1,4,1,8,1,3,1,4,5,4,7,2,45,72,0
1991-02-23,,0,0,0,0,0,0,0,0,0,0,0,27788485750558894,0,2156949044302762,0,216,0,216,0,217,0,0,4,2,2,9,2,2,2,1,2,5,4,8,8,10,8,3,5,70,0
1991-02-24,,0,0,0,0,0,0,0,0,0,0,0,24162374227636904,0,22718980012512682,0,227,0,226,0,226,0,0,4,1,3,4,2,8,2,5,1,5,3,5,6,5,4,7,7,34,72,0
1991-02-25,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2318457691260388,0,22564019189211537,0,226,0,226,0,226,0,0,4,3,6,3,1,2,9,1,3,7,7,0,1,64,74,0
1991-02-26,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2295125101859088,0,22299066997621217,0,224,0,224,0,224,0,0,3,1,3,3,3,2,3,1,-2,2,5,7,5,1,4,3,97,73,0
1991-02-27,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2276006920946234,0,22138450866963297,0,223,0,223,0,223,0,0,4,4,3,9,3,5,3,3,1,4,3,9,3,1,6,64,74,0
1991-02-28,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,22658595253173328,0,22031923342160542,0,222,0,222,0,222,0,0,2,2,8,3,2,3,3,-4,1,1,6,1,1,6,99,79,0
1991-03-01,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,22436706972133802,0,21955239838068893,0,221,0,221,0,221,0,0,5,9,4,5,3,8,3,6,3,6,8,12,4,2,4,08,68,0
1991-03-02,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,22207646524366345,0,2189565355638959,0,22,0,221,0,221,0,0,9,1,6,8,5,4,3,4,8,14,3,1,13,75,68,0
1991-03-03,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,22306849988380517,0,21847983801666815,0,22,0,22,0,22,1,0,9,7,7,6,5,5,6,9,13,3,1,8,12,61,0
1991-03-04,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,22065695003972788,0,21809195411307658,0,219,0,22,0,22,0,0,6,6,6,7,6,5,4,4,5,5,7,11,7,2,9,70,0
1991-03-05,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,21798433624486827,0,21777359619890524,0,219,0,219,0,22,0,0,7,8,7,1,6,3,5,7,4,6,9,11,5,12,65,61,0
1991-03-06,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,21500288109899113,0,21750917861789087,0,219,0,219,0,219,0,0,10,2,8,6,7,1,6,3,4,7,5,13,1,4,21,85,68,0
1991-03-07,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2167131689116523,0,21730405884145698,0,218,0,219,0,219,1,0,7,1,7,5,7,6,5,1,5,5,10,3,6,3,45,72,0
1991-03-08,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,21539271808736696,0,21713493751124666,0,218,0,218,0,219,0,0,6,5,6,9,6,8,6,5,5,5,6,7,3,1,2,35,77,0
1991-03-09,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2131042766635717,0,21697910656515218,0,218,0,218,0,219,0,0,6,7,6,7,6,6,6,5,0,5,7,11,3,1,12,79,57,0
1991-03-10,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,21036812140363656,0,21683773626707345,0,218,0,218,0,218,0,0,7,6,8,6,6,6,4,-0,5,4,5,11,5,4,2,13,2,55,0
1991-03-11,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2081740627858957,0,2167189321116824,0,218,0,218,0,218,0,0,7,6,9,6,7,6,5,-2,5,4,7,12,5,2,2,13,48,53,0
1991-03-12,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,21272632383401677,0,21661422331458788,0,217,0,218,0,218,2,0,4,7,5,7,6,2,6,3,1,4,6,5,5,8,7,66,65,0
1991-03-13,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2439889504224597,0,22501892875838594,0,223,0,222,0,221,14,0,3,3,4,5,5,5,5,8,-0,5,3,1,6,5,8,3,23,75,0
1991-03-14,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2424731118429684,0,2254898746847872,0,225,0,225,0,225,3,0,3,1,3,9,4,9,5,4,0,2,8,6,7,8,3,23,74,0
1991-03-15,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,24188836667342448,0,22404595489876478,0,224,0,224,0,224,1,0,2,2,3,2,4,3,4,9,-0,5,1,1,3,9,7,14,94,50,0
1991-03-16,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,24317084356014182,0,22425636944911317,0,224,0,224,0,224,2,0,1,1,2,3,3,6,4,4,-2,5,0,4,2,2,5,7,03,71,0
1991-03-17,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2376620526928693,0,22312748590618417,0,224,0,224,0,224,0,0,0,4,1,6,3,3,8,-1,2,5,6,7,2,13,52,55,0
1991-03-18,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2353584147716726,0,22178671570208353,0,223,0,223,0,223,0,0,1,2,1,6,2,7,3,4,-2,2,3,5,2,5,4,34,70,0
1991-03-19,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,23280355694533783,0,22075077111735544,0,222,0,222,0,222,0,0,5,8,4,1,3,5,3,6,3,5,6,8,11,3,1,10,67,71,0
1991-03-20,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2337264406343449,0,2199298821732342,0,221,0,221,0,222,1,0,5,9,5,4,2,4,-1,4,7,11,5,4,7,10,2,71,0
1991-03-21,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2462612744997235,0,22694378656808112,0,227,0,226,0,226,12,0,6,5,4,4,7,4,4,4,6,1,8,3,1,3,07,74,0
1991-03-22,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,2440423465526813,0,22688913744890885,0,227,0,227,0,227,6,0,7,2,6,2,5,3,4,8,4,5,8,3,11,2,5,3,96,75,0
1991-03-23,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,24238964207048938,0,22643202338905866,0,226,0,227,0,227,5,0,6,4,6,1,5,5,5,2,4,5,5,8,8,6,6,94,66,0
1991-03-24,wheat/winter wheat,1,1,0,1,0,53,0,0,106,4,2,3,2,0,24101826086863984,0,22424972744368796,0,225,0,225,0,225,1,0,4,5,5,1,5,3,5,2,0,1,3,7,7,3,0,9,0,941,86,0
1991-03-25,wheat/winter wheat,2,1,0,01,1,0,55,9,0,0,106,4,2,3,2,0,2384945964374023,0,2226767734688503,0,223,0,224,0,224,0,0,3,1,4,4,7,4,9,-1,5,2,7,6,2,3,3,6,982,90,0
1991-03-26,wheat/winter wheat,2,1,0,01,1,0,58,6,0,0,1118,4,2,3,2,0,24481734298328314,0,22594040515610267,0,226,0,226,0,225,6,3,0,2,1,3,1,4,1,4,6,0,3,2,1,2,8,4,1,1,657,95,0
1991-03-27,wheat/winter wheat,2,1,0,02,1,0,62,0,0,1172,4,2,3,2,0,2404282001977078,0,22415034474275763,0,225,0,225,0,225,0,2,0,3,3,3,4,3,9,4,3,1,1,3,5,6,7,3,2,7,5,84,0
1991-03-28,wheat/winter wheat,2,1,0,01,1,0,65,3,0,0,124,4,2,3,2,0,24106943575331316,0,22338733897501892,0,224,0,224,0,224,1,4,0,3,1,3,3,3,8,4,1,1,5,2,5,4,5,2,8,6,195,92,0
1991-03-29,wheat/winter wheat,2,1,0,01,1,0,68,8,0,0,1306,4,2,3,2,0,2432638792320395,0,22474748653921203,0,225,0,224,0,224,3,2,0,2,4,3,3,5,3,9,0,5,1,9,3,7,4,9,7,76,92,0
1991-03-30,wheat/winter wheat,2,1,0,02,0,99,0,72,6,0,0,1377,4,2,3,2,0,241720930499032,0,22381280039829185,0,224,0,224,0,224,0,7,0,2,2,6,3,3,3,7,-0,6,1,5,4,1,3,7,8,971,89,0
1991-03-31,wheat/winter wheat,2,1,0,02,0,99,0,76,6,0,0,1451,4,2,3,2,0,23867098815701593,0,22264429057907553,0,223,0,223,0,223,0,0,1,5,2,2,2,9,3,5,-3,2,1,2,5,2,9,11,857,85,0
1991-04-01,wheat/winter wheat,2,1,0,06,0,99,0,82,9,0,0,1532,4,3,3,2,0,23529440306814073,0,22153724687446177,0,222,0,223,0,223,0,0,6,3,4,5,3,8,3,7,-0,3,5,6,12,4,5,7,17,459,76,0
1991-04-02,wheat/winter wheat,2,1,0,05,0,98,0,89,2,0,0,1658,4,3,3,2,0,23978924750207908,0,22185392600379358,0,222,0,222,0,222,2,6,0,8,5,6,5,5,4,4,2,4,7,4,14,9,5,5,11,068,83,0
1991-04-03,wheat/winter wheat,2,1,0,07,0,97,0,1,97,0,0,1783,4,3,3,2,0,23590136152003938,0,22134861298120898,0,222,0,222,0,222,0,0,9,5,7,8,6,1,5,2,2,8,7,2,12,9,4,5,17,325,75,0
1991-04-04,wheat/winter wheat,2,1,0,05,0,96,0,2,104,3,0,0,194,4,3,3,2,0,23365897158608076,0,22058061632726225,0,221,0,221,0,222,0,0,7,7,7,4,6,4,5,7,0,6,5,9,10,3,3,4,13,225,84,0
1991-04-05,wheat/winter wheat,2,1,0,05,0,95,0,3,111,7,0,0,2086,4,3,3,2,0,23160915112943326,0,219879378243748,0,221,0,221,0,221,0,0,6,5,6,7,6,3,5,9,1,6,5,3,8,5,4,2,12,408,79,0
1991-04-06,wheat/winter wheat,2,1,0,05,0,94,0,5,118,8,0,0,2234,4,3,3,2,0,22995848262306137,0,219287865210255,0,22,0,221,0,221,0,0,4,9,5,7,5,9,5,8,-0,4,3,7,7,1,3,11,725,80,0
1991-04-07,wheat/winter wheat,2,1,0,04,0,93,0,7,125,9,0,0,2375,4,3,3,2,0,22896094289430294,0,21880541080673707,0,22,0,22,0,22,0,1,0,4,1,4,9,5,4,5,6,-1,1,4,1,8,2,2,5,8,571,84,0
1991-04-08,wheat/winter wheat,2,1,0,07,0,91,1,2,135,0,0,2517,4,3,3,2,0,22694531214482316,0,21840337183455086,0,219,0,22,0,22,0,0,6,3,5,7,5,6,5,5,2,1,6,7,11,1,1,8,12,082,75,0
1991-04-09,wheat/winter wheat,2,1,0,09,0,89,1,8,145,1,0,0,2698,4,3,3,2,0,22466300031271966,0,21806088431465687,0,219,0,219,0,22,0,0,8,6,9,6,1,5,8,3,7,2,12,3,1,4,13,904,70,0
1991-04-10,wheat/winter wheat,2,1,0,11,0,87,2,3,156,2,0,0,2899,4,3,3,2,0,2220935616824439,0,21776705285115064,0,219,0,219,0,219,0,0,8,3,7,5,6,6,6,1,-0,5,5,8,11,5,2,4,18,94,73,0
1991-04-11,wheat/winter wheat,2,1,0,12,0,84,3,1,168,5,0,0,3117,4,3,3,2,0,2194016551765393,0,2175185730252477,0,219,0,219,0,219,0,0,9,3,8,3,7,2,6,5,-1,5,6,8,13,2,0,9,19,844,68,0
1991-04-12,wheat/winter wheat,2,1,0,15,0,82,4,4,182,1,0,0,336,4,3,3,2,0,21623153769817458,0,2173049308101532,0,218,0,219,0,219,0,0,11,9,5,8,7,1,4,4,10,2,15,6,2,7,15,731,68,0
1991-04-13,wheat/winter wheat,2,1,0,18,0,78,6,196,8,0,0,3626,4,4,3,2,0,21274605066424815,0,21711950761936794,0,218,0,218,0,219,0,0,12,6,10,8,9,7,8,6,8,11,5,16,6,3,4,16,258,71,0
1991-04-14,wheat/winter wheat,2,1,0,06,0,75,7,2,207,2,0,0,3913,4,6,3,4,0,218709581321625,0,21698328461486593,0,218,0,218,0,219,2,1,0,10,3,10,2,9,1,8,2,7,3,8,5,10,1,4,3,0,853,87,0
1991-04-15,wheat/winter wheat,2,1,0,1,0,74,8,2,218,7,0,0,4114,4,6,3,4,0,2173161493596656,0,21685969359970034,0,218,0,218,0,218,0,1,0,8,6,9,1,8,8,8,3,5,7,3,10,5,5,7,813,82,0
